project_id,process_type,initiation_candidate_id,decision_candidate_id,notes,split
fccd7b2e81153398e0cfe720301c1771,EIS,,9780bd7bb13b737bc2ba,verified_feis_fallback_no,test
20f2d61838ffb542641ca69aff3f6c00,EIS,,5152f6952c851d656c9f,verified_feis_fallback_no,train
d474a4f9d8e8bfacda7ba1bf19fff30c,EIS,,605c11bfd8ac57ba3ce1,verified_feis_fallback_no,test
15ee36778aa9f40bc3d8669b194d0790,EIS,,db6abf747b8ef1d77016,verified_feis_fallback_no,test
5af0988cca452854e9c8477d42dff082,EIS,,d9609777468874e42199,verified_feis_fallback_no,train
02e0a4da02e7febc848a14796ead8412,EIS,,none,verified_none,train
08842895ff5bb6d2a3d843ccec399fe8,EIS,,none,verified_none,train
0e288bb9937de41ec3f7e1efb6c092ca,EIS,,5c5bc056b8d10fcfb2e6,verified_rod,test
0ff43da937148f8f1bc3e89cf9f15965,EIS,,none,verified_none,train
16260a97644752a74df77bf9a626f937,EIS,,325e9199bfb3de9da47b,verified_rod,train
1eaa2445cac8449595730d7dbebd2441,EIS,,none,verified_none,train
41deb4f7134f2868edcebd13d525249f,EIS,,none,verified_none,train
52bb365c953ffc30401148fa5840fddd,EIS,,none,verified_none,train
6030688ed816669b777ca564e2b438d6,EIS,,none,verified_none,train
7d69874491f4454a0cec49b68f671ed5,EIS,,none,verified_none,train
908bf51b37886d63c72f471c2b02543d,EIS,,none,verified_none,train
a27f0ac1f3c977a2852f385ac23ebd0c,EIS,,none,verified_none,train
a2bb7475609e6c57d7e70d97bdd3bc8a,EIS,,158a801b06045f085b74,verified_feis_fallback,train
bf3a9fe3a8efe23f2cb599254cf802a6,EIS,,none,verified_none,train
db0cf887797cedf7f28ea49146b8a62e,EIS,,none,verified_none,train
de4d06407fb34d55f4d43eb1b7623e7e,EIS,,none,verified_none,train
e5628586af3222dd51e7d997f296df58,EIS,,6e9a8a2f2a8976ea95cf,verified_rod,train
e7f205080288b355b8166314bdf633f5,EIS,,none,verified_none,train
f651ec0ed122f9be76f07055b85570fc,EIS,,none,verified_none,train
ee6105b6350b3884f275c1ed8c879e1a,EA,35019b869ea937bd60af,e3deba0b5957c8f6d261,BLM NEPA Register clean pair,
c8af1854982185086736c7b88ca00274,EA,499cff41b0bac351c710,a021f8b5639bcbf9b72b,BLM NEPA Register clean pair,
f07235cfb2ff8def1ad75bb8b0d7abd5,EA,10355745c12990fdc6a7,32190f2807118609cd34,BLM NEPA Register clean pair,
dba0ded679affa4bbcbd184d4903cef7,EIS,a72b141cf6c1541660c6,,Stella FEIS SOPA scoping; ROD separate,
ee9a641b3a4793b2d763e0fa125994cf,EA,,e978e1887b4c0cb139d6,Decision service date day-granularity,
f8e4dd8fbdc399985390fb5e16005e9b,EIS,,b7f995b49f34aa09ebb7,DARHT ROD signed Oct 16 1995,
