project_id,process_type,project_title,lead_agency_harmonized,project_state,project_energy_type,duration_days,duration_years,outlier_type,suspect_error,suspect_reason,initiation_date,initiation_date_granularity,initiation_source_type,decision_date,decision_date_granularity,decision_source_type,initiation_evidence_text,decision_evidence_text
aaa284c9-9016-71a9-0103-bd098ea14385,CE,Ouray Park Irrigation Company Pipeline,"[""Bureau of Land Management""]","[""Utah""]",Fossil,5853,16,long,FALSE,plausibly real long process,2004-07-15,month,document_text,2020-07-24,day,document_text,"Description of Proposed Action: In 2004, Ouray Park Irrigation company installed a buried 42-inch irrigation water pipeline approximately 3,069-feet long by 50-feet long. The pipeline was built without authorization from the BLM in 2004 and Ouray Park Irrigation Company was notified in July 2004 of ",Authorized Officer Signatures and Dates Signatures /s/ Stephanie Howard 7/24/2020 NEPA Coordinator Date 7/27/2020 7/27/2020 [x] Tyler Cox Signed by: TYLER COX Authorized Officer Date Categorical Exclusion Record Page 3 Categorical Exclusion Record Page 4
39f4c083-60c3-be7e-b75b-b69fd858268f,CE,"NRC-Licensed Disposal Area (NDA) Toe Armoring, Liquid Pretreatment System Building (LPS) Removal, and Installation of a Geomembrane Cap on the LPS Footprint","[""Department of Energy""]","[""New York""]",Other,5853,16,long,FALSE,plausibly real long process,2002-09-15,month,document_text,2018-09-24,day,document_text,"After solidification of liquid and sludge was completed in September 2002, the WVDP shifted its attention and resources to the remaining requirements of the WVDP Act, waste disposal and facility decontamination and decommissioning.","Signature: [Signature] DOE-WVDP NEPA Compliance Officer, West Valley Demonstration Project Date 9/24/18 OR [ ] Environmental Assessments (Appendix C, Class of Action _________; or Action not listed in Subpart D) [ ] Environmental Impact Statements (Appendix D, Class of Action _________) [ ] Interim "
998be704-31c4-38ab-5935-fb73bd02d3cf,CE,Table Mountain Communication Site Maintenance,"[""Bureau of Land Management""]","[""Oregon""]",Clean,5798,15.9,long,FALSE,plausibly real long process,2008-06-15,month,document_text,2024-04-30,day,document_text,• The propane tank will be painted a BLM-approved color utilizing the BLM standard environmental color chart CC-001: June 2008 or screened by an enclosure to blend in with the natural environment.,Signature Digitally signed by LAUREN LAUREN BROWN BROWN Date: 2024.04.30 13:48:13-07'00' Authorized Official/Date: (Signature) Name: Lauren P.
2f2ebb5d-3a51-f53a-c44b-16d2e0de8f64,CE,Tarpon Towers Communication Site Lease at Seegmiller Mountain,"[""Bureau of Land Management""]","[""Arizona""]",Other,5786,15.8,long,FALSE,plausibly real long process,2007-06-15,month,document_text,2023-04-18,day,document_text,"Any use of chemical treatments will be made using only chemicals approved in the Final Vegetation Treatments Using Herbicides on Bureau of Land Management Lands in 17 Western States Programmatic Environmental Impact Statement (June 2007b), by a state certified applicator who will abide by all safety",Page 4/18/2023 Cody Goff Fire and Fuels /s/ C.R.
df8feab2-8d3a-b221-4895-bcfb77e88695,CE,"Site-wide Routine Maintenance Activities, 2018 Update","[""Department of Energy""]","[""New York""]",Other,5777,15.8,long,FALSE,plausibly real long process,2002-09-15,month,document_text,2018-07-10,day,document_text,"After solidification of liquid and sludge was completed in September 2002, the WVDP shifted its attention and resources to the remaining requirements of the WVDP Act, waste disposal and facility decontamination and decommissioning.","1, Section 5.2) Signature: [Signature] Date 07-10-2018 Director, Department of Energy West Valley Demonstration Project (DOE-WVDP) DOE-WVDP NEPA Compliance Officer's Determination: Based on my review of the attached information concerning this proposed action, as the WVDP NEPA Compliance Officer, I "
83b4ba7f-3ee0-61de-bd0c-1922367cb681,CE,2019 Davis Mountain Communication Site Renewal,"[""Bureau of Land Management""]","[""Idaho""]",Clean,5759,15.8,long,FALSE,plausibly real long process,2004-04-14,day,document_text,2020-01-20,day,document_text,"Proposed Action: Renewal of a communication use lease for the existing facility. Proposed Action: The Bureau of Land Management (BLM), Shoshone Field Office has received an application from MKR LLC to renew Communications Use Lease for existing communications facility on public lands managed by the ",Authorizing Official Signature: Codi awo Name: Codie Martin Date: 1/20/2020 Title: Field Manager F.
97352378-435d-4390-dce6-222e495869cb,CE,Devon Energy LP for Road Access,"[""Bureau of Land Management""]","[""Wyoming""]",Fossil,5734,15.7,long,FALSE,plausibly real long process,2004-08-24,day,document_text,2020-05-06,day,document_text,"Public Involvement External scoping was conducted by posting notification of this project on the ePlanning National Register website on August 24, 2004.",1 WYW190-155 RECEIVED MAY 06 2020 Bureau of Land Management Casper Field Office 47L2 • Section 5 Pad 8.5X14 Borner Das Section 5 Padumad 2/152020 020 3 22 52 P L Draw L3.
b75f191c-4c65-abe6-1f0e-c0fd50647a3d,CE,"Devon Energy Production Company, L.P. for a ROW for Road Access","[""Bureau of Land Management""]","[""Wyoming""]",Fossil,5732,15.7,long,FALSE,plausibly real long process,2004-08-24,day,document_text,2020-05-04,day,document_text,"Public Involvement External scoping was conducted by posting notification of this project on the ePlanning National Register website on August 24, 2004.","for Dennis Kuhyel 10/30/2020 -Dennis Kuhnel Date Acting, Assistant Field Manager, Minerals, and Lands 3 RANCH SECTION 31 PADIWJ SECTION 31 PAD.mxd 5/4/2020 11 16.36 AM LB L Road Length ±834ft ±50.55 rods 77L2 Draw A L3 44 Road Length ±104ft ±6.30 rods 31 L4 38627 L1 BLM BLM 5345 322 53 EXHIBIT C 2-1"
8d983240-86bb-982d-c85a-2a03dd4c3f11,CE,Application for assignment of a right-of-way for a road accessing private property across public land,"[""Bureau of Land Management""]","[""Colorado"", ""New Mexico""]",Clean,5675,15.5,long,FALSE,plausibly real long process,2000-04-27,day,document_text,2015-11-10,day,document_text,Description of Proposed Action: The BLM action is to respond to an application received from Michael and Gaynell Ross. The Ross's have requested that a right-of-way grant to operate and maintain an existing road with a buried telephone line to their private property be assigned from Jane Reed. The r,"Bailey, Acting Field Manager DATE SIGNED: 11/10/15 Chapter 1 Name"
cabc7d43-7c78-3b7d-2628-262d36de4166,CE,Neuma International Inc. Land Use Permit,"[""Bureau of Land Management""]","[""Idaho""]",Other,5673,15.5,long,FALSE,plausibly real long process,2006-09-15,month,document_text,2022-03-28,day,document_text,Form 1842-1 (September 2006) UNITED STATES DEPARTMENT OF THE INTERIOR BUREAU OF LAND MANAGEMENT INFORMATION ON TAKING APPEALS TO THE INTERIOR BOARD OF LAND APPEALS DO NOT APPEAL UNLESS 1.,UNITED STATES DEPARTMENT OF THE INTERIOR BUREAU OF LAND MANAGEMENT SALMON FIELD OFFICE Lands Actions Categorical Exclusion Neuma International Inc. Land Use Permit CX DOI-BLM-ID-1040-2022-0007-CX Applicant: Neuma International Inc. Project/Serial #: IDI-039451 Project Lead: Chad C. Zens Date: 2/25/2
c647115a-279f-b182-2c6e-72774ccb710b,CE,UNAVCO Inc. GPS Monitoring Station Right-of-Way Renewal,"[""Bureau of Land Management""]","[""Oregon""]",Clean,5641,15.4,long,FALSE,plausibly real long process,2006-11-02,day,document_text,2022-04-13,day,document_text,"Description of Proposed Action: By application received April 13, 2022, UNAVCO Inc. (Earthscope) (Applicant) is requesting renewal of an existing 30 feet long by 40 feet wide, encompassing approximately .030 acres, site right-of-way on BLM-administered land in Lake County, Oregon. The right-of-way i","Page 6 of 12 EXHIBIT A OROR-063933 GPS Reference Station Right-of-Way Renewal April 13, 2022 STIPULATIONS, TERMS AND CONDITIONS OF APPROVAL ""Authorized Officer” refers to the Bureau of Land Management (BLM) Lakeview Field Manager, District Manager, or his/her designee."
72890953-57af-ca26-d827-200a8aa0cfe4,CE,Goshen-Bonneville Power Line ROW Renewal,"[""Bureau of Land Management""]","[""Idaho""]",Clean,5625,15.4,long,FALSE,plausibly real long process,2008-03-30,day,document_text,2023-08-24,day,document_text,"CATEGORICAL EXCLUSION Applicant/Project Name: PacifiCorp an Oregon Corporation/Goshen-Bonneville Power Line ROW Renewal Project/Case File Number: IDI-12270 Project Lead: Heather Schlenker CX Number: ID-1010-2012-0058-CX Date of Preparation: 8/28/2023 BACK GROUND: On March 30, 2008 PacifiCorp, d/b/a ","Annual rental would be required in accordance with 43 CFR 2806.10 Ryor Londen Ryan Davidson, Land Law Examiner, Preparer 8/24/2023 Date: /s/ Justin Frye Justin Frye, Wildlife Biologst, NEPA Reviewer 8/28/2023 Date: Page 3 of 14 Applicant/Project Name: PacifiCorp an Oregon Corporation/Goshen-Bonnevil"
11c8facc-b1ff-b113-b42d-2d43003e344b,CE,Lane County Low Pass R&PP Lease Renewal,"[""Bureau of Land Management""]","[""Oregon""]",Other,5545,15.2,long,FALSE,plausibly real long process,2003-06-15,month,document_text,2018-08-20,day,document_text,"In June 2003, the Waste Management Division and the Lane County Commissioners affirmed, through the Lane County budgeting process, their commitment to purchasing the transfer site from the BLM.","2 1791A CX-N030-18-0027 ORORE 0 012264 01 Signature Signature of Project Lead: [Signature] Joel Krestik, Realty Specialist Date: 8/20/18 Signature of NEPA Coordinator: [Signature] Joshua Carnahan, NEPA Coordinator Date: 8/21/18 Signature of the Responsible Official: [Signature] Cheryl Adcock, Siusla"
8e75c04c-f963-99dd-38a3-749dfc68a1c4,CE,Buried Natural Gas Pipeline,"[""Bureau of Land Management""]","[""Idaho""]",Fossil,5489,15,long,FALSE,plausibly real long process,1999-01-15,month,document_text,2014-01-25,day,document_text,1. Description of the Proposed Action: Avista Corporation has submitted an application to renew their existing buried natural gas pipeline across Public Land. This right-of-way (ROW) was originally granted to Washington Water Power Company in 1965 and then in January 1999 the ROW was assigned to Avi,/s/ Kurt Pavlat Field Manager 1/25/14 Date 2 Natural Gas Pipeline ROW IDI-016691 R5E T 48 N T 47 N anda 400030 Stull 18 3600 100 4WD Adits 4WD Trowbridge 3400 Gulch 90 3000 BR 2969 4409 14371 Legend Natural Gas Pipeline ROW BLM X3964 3600 3803 106 Adit 3600 3400 313 4000 29 4000 3563 Ruddy Bi 3034 3
0cc512bc-537c-95ae-563b-f1f7c828d356,CE,JS Morgan Ranch Road Right-of-Way Assignment,"[""Bureau of Land Management""]","[""Montana""]",Other,5468,15,long,FALSE,plausibly real long process,1985-08-15,month,document_text,2000-08-04,day,document_text,Projected Coordinate System: NAD 1983 Albers Geographic Coordinate System: GCS North American 1983 Datum: D North American 1983 0.65 Miles T 007 S Page 5 FORM 2800-14 (August 1985) Issuing Office Billings Field Office UNITED STATES DEPARTMENT OF THE INTERIOR BUREAU OF LAND MANAGEMENT RIGHT-OF-WAY GR,Malcolm (Title) general partner 08/04/2000 (Date) Sandra S.
bcd4bf16-9f19-585d-a0d9-b2b2a6f9d22a,CE,Sheep Creek Sapling Thinning,"[""Bureau of Land Management""]","[""Oregon""]",Other,5408,14.8,long,FALSE,plausibly real long process,2004-02-15,month,document_text,2018-12-06,day,document_text,"The Union County Community Wildfire Protection Plan (June 2016), the Healthy Forest Initiative, and the Healthy Forests Restoration Act (February 2004) support using forest management to achieve hazardous fuel reduction and healthy forest objectives.","FECUS MANAGER 12/06/18 Title Date S BRA 2 12/10/15 Authorizing Official Title Cheting Date 9 Administrative Review Procedures The forest management decision to be made on the action described in this categorical exclusion is subject to protest under 43 CFR subpart 5003 – Administrative Remedies, pro"
4b265225-835d-aa44-4ebb-eb76760f4dfa,CE,Free Use Permit Agnes Wilson Rock Quarry,"[""Bureau of Land Management""]","[""California""]",Other,5323,14.6,long,FALSE,plausibly real long process,2008-09-15,month,document_text,2023-04-13,day,document_text,"Decision Record for a Categorically Excluded Action Introduction and Background In September 2008, the Bureau of Reclamation’s Yuma Area Office (YAO) submitted an application to continue extracting materials from the Agnes Wilson Quarry under a BLM issued Free Use Permit (FUP).",Approval and Signatures Reviewed for NEPA Adequacy: JOHN DALTON Digitally signed by JOHN DALTON Date: 2023.04.13 08:45:06 -07'00' (Signature) Name: John E.
f0065b1f-3933-d33c-bed5-7a035b8b0d6e,CE,UNAVCO Inc. GPS Monitoring Station Right-of-Way Renewal,"[""Bureau of Land Management""]","[""Oregon""]",Clean,5308,14.5,long,FALSE,plausibly real long process,2007-10-01,day,document_text,2022-04-13,day,document_text,"Description of Proposed Action: By application received April 13, 2022, UNAVCO Inc. (Earthscope) (Applicant) is requesting renewal of an existing 30 feet long by 40 feet wide, encompassing approximately .030 acres, site right-of-way on BLM-administered land in Lake County, Oregon. The right-of-way i","Page 8 of 14 EXHIBIT А OROR-064470 GPS Reference Station Right-of-Way Renewal April 13, 2022 STIPULATIONS, TERMS AND CONDITIONS OF APPROVAL “Authorized Officer” refers to the Bureau of Land Management (BLM) Lakeview Field Manager, District Manager, or his/her designee."
c8e18e48-ec3b-f87d-4643-4018e825471f,CE,Riverside Post-Wildfire Emergency Stabilization and Rehabilitation Project,"[""Bureau of Land Management""]","[""Oregon""]",Other,5205,14.3,long,FALSE,plausibly real long process,2007-02-15,month,document_text,2021-05-17,day,document_text,"Burned Area Emergency Stabilization and Rehabilitation Handbook, H-1742-1, page 1, Bureau of Land Management (BLM), Release 1-1702, February 2007.","[x] Digitally signed by JOHN HUSTON Date: 2021.05.17 08:19:20 -07'00' Authorized Officer: John Huston Field Manager, Cascades Field Office Contact Person For additional information concerning this CX review, contact René Wahl, Planning and Environmental Specialist, Cascades Field Office, Northwest O"
d0e1854c-d206-0531-cfbf-973364803dd1,CE,Direct a Suspension of Operation for the federal oil and gas leases listed above and in Table 1.,"[""Bureau of Land Management""]","[""Colorado""]",Fossil,5176,14.2,long,FALSE,plausibly real long process,2003-08-14,day,api_adjudication,2017-10-15,month,api_adjudication,"BACKGROUND AND DESCRIPTION OF PROPOSED ACTION: The Bull Mountain Unit (the Unit) was approved effective August 14, 2003.","In October 2017, the BLM approved the Record of Decision for the Bull Mountain Master Development Plan EIS and one specific APD in the Unit."
179e2c87-d022-c4de-08cd-4c628b5218e1,CE,Wanaket Wildlife Area Operation and Maintenance,"[""Department of Energy""]","[""Oregon""]",Other,5152,14.1,long,FALSE,plausibly real long process,2007-03-15,month,document_text,2021-04-22,day,metadata,"In letters dated from March 2007 (07- 0302), December 2007 (07-2693), August 2010 (10-1847), September 2011 (email), June 2014, January 2015, March 2016, October 2018 (OR 2018 009), Feb 2018 (OR 2018 009), May 2019 (OR 2019 042), December 2019 (OR 2020012), BPA determined the actions described herei",DOE CX Register determination date (cx-23592.0): 2021-04-22
ef59c245-3af8-fcb9-4456-b6ce278af350,CE,Dewatering Pipeline Installation at North Antelope Rochelle Mine,"[""Department of Agriculture""]","[""Wyoming""]",Fossil,5133,14.1,long,FALSE,plausibly real long process,2006-05-15,month,document_text,2020-06-03,day,document_text,"* Environmental Assessment for the Teckla to Antelope Coal Mine 69kV Power Line (May 2006), completed by the USDA Forest Service.",BACON Forest Supervisor Medicine Bow-Routt National Forests and Thunder Basin National Grassland Digitally signed by RUSSELL BACON Date: 2020.06.03 07:29:28 -06'00' Date - Decision Memo - Page 4 of 6 USDA T.
75730dcb-2833-28c3-c066-f05515387da7,CE,Construction and Operation of a New Potable Water Treatment System,"[""Department of Energy""]","[""New York""]",Clean,5085,13.9,long,FALSE,plausibly real long process,2002-09-15,month,document_text,2016-08-17,day,metadata,"After solidification of liquid and sludge was completed in September 2002, the WVDP shifted its attention and resources to the remaining requirements of the WVDP Act, waste disposal and facility decontamination and decommissioning.",DOE CX Register determination date (cx-15743.0): 2016-08-17
da4d59f465693f67613fb04a3be56a30,EA,Closure of Nonradioactive Dangerous Waste Landfill (NRDWL) and Solid Waste Landfill (SWL),"[""Department of Energy""]","[""Washington""]",Other,8933,24.5,long,FALSE,plausibly real long process,1985-11-15,month,document_text,2010-05-01,day,api_adjudication,"A RCRA Part 12 B permit application was submitted to EPA in November 1985; an initial RCRA Part A permit 13 application for NRDWL was submitted to EPA in November 1980 (including other treatment, storage, 14 and disposal units at Hanford) with the most recent Part A revision (Revision 7) submitted t",DOE/EA-1707D Draft Environmental Assessment 1-1 May 2010 1 Introduction; Purpose and Need for Agency Action 1 This Environmental Assessment (EA) provides information and analysis of proposed U.S.
8237e9b86021dba1b116398c74644f23,EA,Construction and Operation of The Molecular Foundry,"[""Department of Energy""]","[""California""]",Other,5939,16.3,long,FALSE,plausibly real long process,1986-12-01,month,ground_truth_verified,2003-03-06,day,ground_truth_verified,NA,"DOE NEPA Register decision date (fonsi, DOE/EA-1441): 2003-03-06"
d4cb63aaadf006f332c6015042498d08,EIS,"Interstate Highway 35 Capital Express Central Project From United States Highway 290 East to United States Highway 290 West/State Highway 71 Travis County, Texas",[],"[""Texas""]",Other,10888,29.8,long,FALSE,plausibly real long process,1993-03-15,month,document_text,2023-01-05,day,api_adjudication,Tetco 1167 (Map ID 125) reported a leak in March 1993.,"Record of Decision ROD-1 Record of Decision 1 1.0 Introduction 2 Pursuant to 23 United States Code (U.S.C.) 327 and the Memorandum of Understanding (MOU) executed by the 3 Federal Highway Administration (FHWA) and the Texas Department of Transportation (TxDOT) (dated December 4 9, 2019), this Record"
7da2bac1ab510ecd349877382a4569ae,EIS,"Lower Cache Creek, Yolo County, Woodland and Vicinity, California Flood Risk Management",[],"[""California""]",Other,8635,23.6,long,FALSE,plausibly real long process,1996-05-06,day,api_adjudication,2019-12-27,day,feis_publication,"4.9.1 Notice of Intent and Scoping Meetings (Public Interest) On April 15 and May 6, 1996, the Corps held public workshops in Woodland to present the study results and discuss how to complete the reconnaissance phase and initiate the feasibility phase of the study.","A notice of availability was published in the Federal Register on December 27, 2019."
ca3d703bbef5b90c42e4900a179cf696,EIS,2021 Land Management Plan Helena – Lewis and Clark National Forest,"[""Forest Service""]","[""Montana""]",Other,7294,20,long,FALSE,plausibly real long process,2001-10-26,day,api_adjudication,2021-10-15,month,feis_publication,"Originally, the scoping period was scheduled to end on October 26, 2001, but we extended it to December 10, 2001.",Helena-Lewis and Clark National Forest | R1-20-16 | October 2021 Summary of the Final Environmental Impact Statement for the 2021 Land Management Plan Helena - Lewis and Clark National Forest
da6bbc7a3ca3aeca7bc1c06eaafa8d44,EIS,Proposed Palisades Nuclear Restart Project,"[""Department of Energy""]","[""Michigan""]",Clean,7076,19.4,long,FALSE,plausibly real long process,2005-03-22,day,api_adjudication,2024-08-05,day,metadata,"October 2006 xv NUREG-1437, Supplement 27 Executive Summary By letter dated March 22, 2005, Nuclear Management Company, LLC (NMC), submitted an | application to the U.S.","DOE NEPA Register decision date (rod, DOE/EIS-0562): 2024-08-05"
252300407e5f5b7ae87c30984faa46da,EIS,Rawlins Resource Management Plan,[],"[""Wyoming""]",Other,6470,17.7,long,FALSE,plausibly real long process,2002-02-25,day,api_adjudication,2019-11-13,day,document_text,"1.7.3 Public Involvement Opportunities and Activities The BLM published a NOI in the Federal Register on February 25, 2002 announcing its intent to revise the GDRMP and prepare an EIS.","Baker for_______________ Date November 13, 2019"
48e2e33fc1555b1ef01a7c5bbc3e6c4f,EIS,West Mojave Route Network Project,"[""Bureau of Land Management""]","[""California""]",Other,5961,16.3,long,FALSE,plausibly real long process,2003-06-07,day,api_adjudication,2019-10-02,day,api_adjudication,BLM NEPA Register project start date: 2003-06-07,BLM NEPA Register decision date (rod): 2019-10-02
34a8fa6c4bb7081831ba3e843af15db3,EIS,West Mojave Route Network Project,"[""Bureau of Land Management""]","[""California""]",Other,5961,16.3,long,FALSE,plausibly real long process,2003-06-07,day,api_adjudication,2019-10-02,day,api_adjudication,BLM NEPA Register project start date: 2003-06-07,BLM NEPA Register decision date (rod): 2019-10-02
9757c3901c0240237625ff424be4cdac,EIS,Clearwater National Forest Travel Planning,"[""Forest Service""]","[""Idaho""]",Other,5892,16.1,long,FALSE,plausibly real long process,2007-11-28,day,api_adjudication,2024-01-15,month,api_adjudication,"CLEARWATER TRAVEL MANAGEMENT PLAN FINAL SEIS JANUARY 2024 1-5 1.3.1 The Clearwater National Forest Travel Management Environmental Impact Statement On November 28, 2007, the Forest Service announced its intent to prepare an environmental impact statement for travel management in accordance with the ",CLEARWATER TRAVEL MANAGEMENT PLAN FINAL SEIS JANUARY 2024 B-10 Clearwater Forest Plan The Record of Decision for the Clearwater Forest Plan (1987) indicates a requirement that elk summer range be managed to achieve a specified level of habitat potential depending on management area and lays out stan
572a8342af3551b4c1dd71d910ea5645,EIS,Clearwater National Forest Travel Planning,"[""Forest Service""]","[""Idaho""]",Other,5739,15.7,long,FALSE,plausibly real long process,2007-11-28,day,api_adjudication,2023-08-15,month,api_adjudication,"1.2.1 The Clearwater National Forest Travel Management Environmental Impact Statement On November 28, 2007, the Forest Service announced its intent to prepare an environmental impact statement for travel management in accordance with the National Environmental Policy Act (NEPA) to comply with the Tr",CLEARWATER TRAVEL MANAGEMENT PLAN DRAFT SEIS AUGUST 2023 B-10 Clearwater Forest Plan The Record of Decision for the Clearwater Forest Plan (1987) indicates a requirement that elk summer range be managed to achieve a specified level of habitat potential depending on management area and lays out stand
95c319c8d504a7e1436abf6de96f0a7c,EIS,Pima County Multi-Species Conservation Plan,[],"[""Arizona""]",Other,5608,15.4,long,FALSE,plausibly real long process,2000-09-07,day,api_adjudication,2016-01-15,month,feis_publication,"Chapter 6.0—Coordination and Consultation Pima County MSCP EIS Page 6-2 6.1.2 Scoping Issues and Concerns 6.1.2.1 Scoping Process The process to identify the scope and content of the draft EIS for the Pima County MSCP was formally initiated on September 7, 2000 with the publication in the Federal Re","PIMA COUNTY, ARIZONA | JANUARY 2016 Final Environmental Impact Statement For the Pima County Multi-Species Conservation Plan"
9e65f5e1614fae11f2d17be8d96fff63,EIS,Placer County Conservation Program,"[""United States Fish and Wildlife Service""]","[""California""]",Clean,5541,15.2,long,FALSE,plausibly real long process,2005-03-15,month,api_adjudication,2020-05-16,day,feis_publication,"1.5.1 EIS/EIR Scoping Process The public scoping process, which also establishes the environmental baseline, began in March 2005, with the publication of a notice of intent (NOI) in the Federal Register (pursuant to NEPA) and submittal of a notice of preparation (NOP) to the State Clearinghouse (pur","Placer County Introduction Placer County Conservation Program Final EIS/EIR 1-16 May 2020 ICF 04406.04 1.4.6 Relationship of EIS/EIR with the Plan The proposed action, as described in Chapter 2, Proposed Action and Alternatives, is based on information contained in the PCCP, including the Plan Area "
90edf860d9396c4d21b0c28165054c4f,EIS,Proposed Roan Plateau Planning Area Resource Management Plan Amendment,"[""Bureau of Land Management""]","[""Colorado""]",Fossil,5423,14.8,long,FALSE,plausibly real long process,2000-11-16,day,document_text,2015-09-22,day,document_text,"The NOI is the legal document notifying the public of BLM’s intent to initiate the planning process and, in this case, to prepare an SEIS for a major Federal action. The NOI invites the participation of the affected and interested agencies, organizations, and members of the public in determining the","Note: Incorporates stipulation NSO-46e(2) from the Northwest Colorado Greater Sage-Grouse Approved RMPA/Rocky Mountain Region ROD (September 22, 2015), by reference."
15b199816215e2ab7b2a01534eaaaeca,EIS,Malheur National Forest Site-Specific Invasive Plants Treatment Project,"[""Forest Service""]","[""Oregon""]",Other,5375,14.7,long,FALSE,plausibly real long process,2000-06-26,day,document_text,2015-03-15,month,feis_publication,Chapter 1 – Malheur National Forest Site-Specific Invasive Plants Treatment Final Environmental Impact Statement ♦ Chapter 4: Consultation and Coordination: This chapter provides a list of preparers and agencies and people consulted during the development of the environmental impact statement. Chapt,United States Department of Agriculture Malheur National Forest Site- Specific Invasive Plants Treatment Project Final Environmental Impact Statement Forest Service Malheur National Forest March 2015
4a660923bc39c4d901fa0e43743556c3,EIS,Sterling Highway Milepost 45-60 Project,"[""Federal Highway Administration""]","[""Alaska""]",Other,5346,14.6,long,FALSE,plausibly real long process,2003-07-15,month,document_text,2018-03-04,day,feis_publication,"Sterling Highway MP 45–60 Project Final EIS Chapter 2, Project Alternatives 2-4 March 2018 In addition, the 1994 EIS carried forward a Resurfacing, Restoration, and Rehabilitation (3R) Alternative as a reasonable alternate. The Summary in the 1994 EIS stated: “to meet the requirements of Section 4(f","Sterling Highway MP 45–60 Project Final EIS Chapter 2, Project Alternatives 2-4 March 2018 In addition, the 1994 EIS carried forward a Resurfacing, Restoration, and Rehabilitation (3R) Alternative as a reasonable alternate."
f0519ad10cf558982119d91fc5070055,EIS,Resource Management Plan for the Ring of Fire Planning Area,"[""Bureau of Land Management""]","[""Alaska""]",Other,5337,14.6,long,FALSE,plausibly real long process,2009-06-26,day,document_text,2024-02-05,day,document_text,"The NOI initiated a 90-day formal scoping period that lasted until June 26, 2009.","Cohn, State Director Date Digitally signed by JACOB VIALPANDO Date: 2024.02.05 06:52:28 -09'00' STEVEN COHN Digitally signed by STEVEN COHN Date: 2024.02.12 10:49:40 -09'00'"
1ae98cccdd70178ad07bb9139acff4f1,EIS,Las Vegas Disposal Boundary,"[""Bureau of Land Management""]","[""Nevada""]",Fossil,5337,14.6,long,FALSE,plausibly real long process,1990-05-08,day,document_text,2004-12-17,day,document_text,"Chapter - 5 Consultation and Coordination Las Vegas Proposed RMPIFEIS-May 1998 letters. A Notice of Availability for The Draft Plan was. published in the Federal Register (Vol. 57, No. 113, Thursday, June 11, 1992). A Notice of Intent to supplement The Draft Plan was published in the Federal Registe","RECORD OF DECISION FINAL ENVIRONMENTAL IMPACT STATEMENT LAS VEGAS VALLEY DISPOSAL BOUNDARY FES-04-48 I. Introduction This document constitutes the Record of Decision (ROD) of the Department of Interior, Bureau of Land Management (BLM), Las Vegas Field Office, Nevada, regarding the preferred alternat"
3b7e393de77613cc10641d9a352796ae,EIS,Energia Sierra Juarez U.S. Transmission Line Project,"[""Department of Energy""]","[""California""]",Clean,5336,14.6,long,FALSE,plausibly real long process,2009-02-25,day,document_text,2023-10-06,day,metadata,"9782).1 DOE subsequently issued a Notice of Intent to Prepare an Environmental Impact Statement (EIS) on February 25, 2009 (74 Fed.","DOE NEPA Register decision date (rod, DOE/EIS-0414-S1): 2023-10-06"
45d2e6f0c1355538141299ae292d7816,EIS,SunZia Southwest Transmission Project,"[""Bureau of Land Management""]","[""Arizona"", ""New Mexico""]",Clean,5329,14.6,long,FALSE,plausibly real long process,2008-09-15,month,document_text,2023-04-19,day,document_text,"The Applicant filed a preliminary right-of-way application with the BLM in September 2008, for a major right-of-way for the transmission lines.","The Record of Decision was issued following the 30-day protest period and concurrent 60-day Governor’s Consistency Review (February 17, 2023 – April 19, 2023)."
343ede7d2588c7a2972ca8054b786750,EIS,Enhancing Protections for Hawaiian Spinner Dolphins To Prevent Disturbance,"[""National Oceanic and Atmospheric Administration""]","[""Hawaii""]",Other,5317,14.6,long,FALSE,plausibly real long process,2006-11-24,day,api_adjudication,2021-06-15,month,feis_publication,"30 ENHANCING PROTECTIONS FOR HAWAIIAN SPINNER DOLPHINS DRAFT EIS published in the Federal Register in December 2005 (70 FR 73426, December 12, 2005). A Notice of Intent (NOI) to Prepare an Environmental Impact Statement (EIS) (71 FR 57923, October 2, 2006) followed, in which NMFS identified five pre",Enhancing Protections for Hawaiian Spinner Dolphins To Prevent Disturbance Final Environmental Impact Statement and Regulatory Impact Review June 2021 Responsible Agency: Department of Commerce National Oceanic and Atmospheric Administration National Marine Fisheries Service Pacific Islands Regional
5850de94288bde63ffd60e03b1d6297d,EIS,Burbank to Los Angeles Project Section of the California High-Speed Rail System,"[""Federal Railroad Administration""]","[""California""]",Other,5298,14.5,long,FALSE,plausibly real long process,2007-03-15,month,document_text,2021-09-15,month,feis_publication,The Authority and FRA announced their intention to prepare a joint EIR/EIS for the Palmdale to Los Angeles Project Section in March 2007.,Chapter 15 Acronyms and Abbreviations September 2021 California High-Speed Rail Authority 15-10 | Page Burbank to Los Angeles Project Section Final EIR/EIS ABBREVIATION/ ACRONYM DEFINITION NAGPRA Native American Graves Protection and Repatriation Act NAHC Native American Heritage Commission NAICS No
